image,diam_max,diam_mean,diam_mode,length,area,width,depth,width_depth_ratio,com_x,com_y,ellips_025,ellips_050,ellips_075,ellips_100,rect_020,rect_040,rect_060,rect_080,directionality,tip_count,cross_hori_0_mean,cross_hori_0_max,cross_hori_1_mean,cross_hori_1_max,cross_hori_2_mean,cross_hori_2_max,cross_hori_3_mean,cross_hori_3_max,cross_hori_4_mean,cross_hori_4_max,cross_hori_5_mean,cross_hori_5_max,cross_hori_6_mean,cross_hori_6_max,cross_hori_7_mean,cross_hori_7_max,cross_hori_8_mean,cross_hori_8_max,cross_hori_9_mean,cross_hori_9_max,cross_hori_10_mean,cross_hori_10_max,cross_hori_11_mean,cross_hori_11_max,cross_hori_12_mean,cross_hori_12_max,cross_hori_13_mean,cross_hori_13_max,cross_hori_14_mean,cross_hori_14_max,cross_hori_15_mean,cross_hori_15_max,cross_hori_16_mean,cross_hori_16_max,cross_hori_17_mean,cross_hori_17_max,cross_hori_18_mean,cross_hori_18_max,cross_hori_19_mean,cross_hori_19_max,cross_hori_20_mean,cross_hori_20_max,cross_hori_21_mean,cross_hori_21_max,cross_hori_22_mean,cross_hori_22_max,cross_hori_23_mean,cross_hori_23_max,cross_hori_24_mean,cross_hori_24_max,cross_hori_25_mean,cross_hori_25_max,cross_hori_26_mean,cross_hori_26_max,cross_hori_27_mean,cross_hori_27_max,cross_hori_28_mean,cross_hori_28_max,cross_hori_29_mean,cross_hori_29_max,cross_vert_mean,cross_vert_max,convexhull,coord_x0,coord_x1,coord_x2,coord_x3,coord_x4,coord_x5,coord_x6,coord_x7,coord_x8,coord_x9,coord_x10,coord_x11,coord_x12,coord_x13,coord_x14,coord_x15,coord_x16,coord_x17,coord_x18,coord_x19,diff_x0,diff_x1,diff_x2,diff_x3,diff_x4,diff_x5,diff_x6,diff_x7,diff_x8,diff_x9,cumul_x0,cumul_x1,cumul_x2,cumul_x3,cumul_x4,cumul_x5,cumul_x6,cumul_x7,cumul_x8,cumul_x9
RSDH08-2-N--173-253.tif,0.20257667,0.088344395,0.077914104,52.35828,702.5982,22.345766,20.351164,1.0980092,0.42695722,0.45420507,1.8632896,5.869167,9.968417,13.740729,7.8928094,7.8715625,7.8403344,7.896669,30.710331,4.0,1.025,7.0,2.525,5.0,3.0,3.0,3.025,4.0,3.05,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.05,4.0,3.0,3.0,3.025,4.0,3.025,4.0,3.05,4.0,3.025,4.0,3.025,4.0,3.025,4.0,3.0,3.0,3.025,4.0,3.0,3.0,2.35,3.0,1.3,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.3270073,30.0,990567.0,0.45885634,0.40306833,0.34658298,0.29079497,0.22245467,0.14853556,0.06555091,0.011854951,0.22594142,0.19316597,0.20153417,0.23570432,0.9902371,0.94072527,0.8786611,0.79149234,0.71687585,0.6366806,0.5606695,0.4944212,0.035564855,0.15760112,0.29009762,0.42608088,0.5690377,0.73012555,0.87517434,0.9783822,0.009762901,0.008368201,0.035564855,0.19316597,0.4832636,0.9093445,1.4783821,2.2085075,3.0836818,4.062064,4.071827,4.080195
RSDH08-2-N--186-197.tif,0.2804908,0.083881594,0.062331285,25.96098,300.8575,4.4722695,13.931042,0.3210291,0.39396852,0.3629068,0.538354,1.681359,3.0155902,4.395556,2.3525147,2.321127,2.5082095,2.562335,3.088524,4.0,0.3448276,1.0,2.0344827,5.0,3.2068965,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.2068965,5.0,3.689655,5.0,4.0,4.0,3.6551723,4.0,3.2068965,5.0,3.0344827,4.0,2.7586207,4.0,1.8965517,4.0,1.2068965,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.553571,37.0,120992.0,0.14634146,0.0034843206,0.05226481,0.10452962,0.33449477,0.46341464,0.6097561,0.7456446,0.8606272,0.9686411,1.0,0.8989547,0.78745645,0.6480836,0.5156794,0.38675958,0.5888502,0.36236933,0.34146342,0.2891986,0.14285715,0.3379791,0.31010452,0.48432055,0.05226481,0.05226481,0.038327526,0.041811846,0.038327526,0.031358887,0.14285715,0.48083627,0.79094076,1.2752613,1.3275261,1.3797909,1.4181185,1.4599303,1.4982579,1.5296167
RSDH08-2-N--189-236.tif,0.18699385,0.08154444,0.077914104,50.09877,621.9415,20.865396,19.790182,1.0543307,0.5093364,0.3955935,1.8449589,6.027686,10.254535,14.385698,8.253783,8.262076,8.271773,8.370515,23.766531,8.0,1.2631578,8.0,3.4736843,8.0,4.105263,6.0,4.105263,6.0,4.0789475,7.0,3.5263157,7.0,3.1842105,7.0,3.1842105,7.0,3.0,3.0,3.0263157,4.0,3.0263157,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8421052,3.0,2.0,3.0,1.1578947,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.4088051,45.0,609072.0,0.46153846,0.40403286,0.3330844,0.2442121,0.16430172,0.08812547,0.023151606,0.6796116,0.71994025,0.7483196,0.75504106,0.72890216,0.68857354,0.9925317,0.91710234,0.8342046,0.7386109,0.6430172,0.57580286,0.51829726,0.056758776,0.17176998,0.3099328,0.4943988,0.6699029,0.82897687,0.96938014,0.008961912,0.008961912,0.0067214337,0.056758776,0.22852875,0.53846157,1.0328604,1.7027633,2.5317402,3.5011203,3.5100822,3.5190442,3.5257657
RSDH08-2-N--234-486.tif,0.24932514,0.08713037,0.077914104,25.477913,336.38635,16.159386,8.882208,1.8192983,0.47130814,0.42784128,1.0916293,3.7785242,6.4890904,9.244777,5.2579794,5.1955805,5.2640014,5.2653913,37.62771,6.0,0.33333334,1.0,0.8888889,1.0,1.1111112,2.0,3.5,18.0,4.5,6.0,5.0,7.0,4.888889,6.0,5.6666665,8.0,5.8333335,7.0,4.0555553,6.0,3.3888888,5.0,3.3333333,5.0,3.0555556,4.0,3.0,3.0,3.0,3.0,3.0555556,4.0,3.0,3.0,3.1666667,4.0,3.2222223,4.0,3.4444444,4.0,3.2777777,5.0,2.8888888,4.0,2.2222223,3.0,2.0,2.0,2.2222223,3.0,1.6666666,3.0,1.1111112,2.0,1.0,1.0,1.0,1.0,0.9444444,2.0,1.5622407,17.0,287781.0,0.45515913,0.4455159,0.38572806,0.31051108,0.26036644,0.20925747,0.15525554,0.095467694,0.040501446,0.0,0.009643202,0.054001927,0.9672131,0.8997107,0.82545805,0.76856315,0.7039537,0.6181292,0.512054,0.4734812,0.018322082,0.06653809,0.23240116,0.39344263,0.5081967,0.61620057,0.74445516,0.8717454,0.013500482,0.009643202,0.018322082,0.08486017,0.31726134,0.71070397,1.2189007,1.8351012,2.5795565,3.4513018,3.4648023,3.4744456
RSDH08-2-N--372-257.tif,0.23374231,0.092662275,0.077914104,29.965765,407.22586,14.616686,14.943925,0.9781022,0.45249406,0.50240934,1.4995983,4.8496537,8.266712,11.576322,6.7037845,6.7037845,6.6765394,6.6465774,25.814821,4.0,0.44444445,1.0,1.4814814,3.0,2.1111112,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.7407408,5.0,2.925926,10.0,2.1111112,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.060465,12.0,466317.0,0.5,0.47867805,0.43176973,0.3763326,0.31343284,0.23560767,0.1609808,0.090618335,0.054371003,0.0021321962,1.0,0.9402985,0.87526655,0.80597013,0.72601277,0.6556503,0.6108742,0.58315563,0.5533049,0.53091687,0.030916844,0.07462686,0.15138593,0.23454158,0.34221748,0.4904051,0.6449893,0.7846482,0.8859275,0.9978678,0.030916844,0.1055437,0.25692964,0.49147123,0.83368874,1.3240938,1.9690831,2.7537313,3.6396587,4.6375265
RSDH08-2-N--414-526.tif,0.2181595,0.08689906,0.077914104,41.80871,532.7299,15.738649,17.857912,0.8813264,0.54135656,0.37638617,1.3446631,4.7242813,8.166876,11.457337,6.481879,6.524966,6.6075993,6.649925,19.78673,7.0,1.6363636,6.0,3.909091,6.0,3.5151515,6.0,3.7272727,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.6666667,5.0,3.121212,4.0,2.4848485,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.060606,3.0,2.060606,3.0,2.030303,3.0,2.060606,3.0,2.060606,3.0,2.0,2.0,2.0,2.0,1.7272727,2.0,1.1515151,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.6723044,69.0,582755.0,0.5257426,0.48019803,0.38217822,0.4019802,0.3138614,0.2029703,0.088118814,9.90099E-4,0.9554455,0.9891089,1.0,0.9663366,0.9237624,0.870297,0.83069307,0.78118813,0.7237624,0.6732673,0.6386139,0.6059406,0.08019802,0.15841584,0.29108912,0.32178217,0.46732673,0.6277228,0.7821782,0.9227723,0.010891089,0.010891089,0.08019802,0.23861386,0.52970296,0.85148513,1.3188119,1.9465346,2.7287128,3.651485,3.6623762,3.6732674
RSDH08-2-N--425-110.tif,0.24932514,0.094258666,0.062331285,25.820734,342.63507,9.0847845,12.435091,0.73057646,0.43510136,0.40425694,0.778652,2.8616064,4.938194,7.107968,3.954839,3.957295,4.105512,4.0523467,28.121914,5.0,0.4,1.0,0.92,1.0,2.28,6.0,3.56,6.0,3.6,5.0,3.32,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.04,4.0,3.24,4.0,3.68,5.0,4.0,6.0,2.68,6.0,1.24,3.0,1.0,1.0,1.0,1.0,1.32,3.0,1.84,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.64,2.0,1.12,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1299212,53.0,225364.0,0.4871355,0.44425386,0.34305316,0.2212693,0.44768438,0.40994853,0.31046313,0.19554031,0.077186964,0.0,0.017152658,0.09948542,0.4271012,0.43567753,0.4425386,0.4716981,0.7890223,0.65008575,0.567753,0.5368782,0.04974271,0.12349914,0.3070326,0.567753,0.024013722,0.03259005,0.12521441,0.23156089,0.022298457,0.017152658,0.04974271,0.17324185,0.48027444,1.0480275,1.0720413,1.1046313,1.2298458,1.4614067,1.4837052,1.5008578
RSDH08-2-N--48-116.tif,0.2181595,0.091987066,0.062331285,17.047606,223.98747,8.664048,10.830061,0.8,0.383585,0.36563018,1.0672047,3.675734,6.4209685,9.056143,5.0411158,5.0824404,5.2204676,5.2641573,29.209236,4.0,0.41666666,1.0,1.0833334,3.0,2.0416667,6.0,2.8333333,5.0,3.25,5.0,2.9166667,4.0,2.4166667,4.0,2.0416667,3.0,2.6666667,3.0,2.4583333,3.0,2.6666667,3.0,2.8333333,4.0,2.0416667,4.0,1.125,4.0,1.25,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0958333,12.0,151693.0,0.44064748,0.37589929,0.352518,0.28057554,0.22302158,0.19064748,0.15107913,0.10431655,0.052158274,0.0,0.017985612,0.073741004,0.12410072,0.17266187,0.21402878,0.26079136,0.86870503,0.6582734,0.5503597,0.4910072,0.05035971,0.17446043,0.3057554,0.5881295,0.037769783,0.023381295,0.021582734,0.019784173,0.021582734,0.017985612,0.05035971,0.22482014,0.5305755,1.118705,1.1564748,1.1798562,1.2014389,1.2212231,1.2428058,1.2607914
RSDH08-2-N--526-183.tif,0.23374231,0.08522229,0.077914104,52.76343,644.48987,15.598404,19.198036,0.8125,0.46185243,0.3604986,1.2591455,4.077178,7.064218,10.068038,5.633961,5.675379,5.8507457,5.8378344,23.979694,7.0,0.6666667,1.0,4.5925927,16.0,5.7777777,15.0,5.111111,8.0,4.814815,8.0,4.3703704,6.0,4.4074073,5.0,4.2222223,5.0,4.2222223,5.0,4.4074073,6.0,4.4074073,5.0,3.4814816,5.0,2.8148148,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7407408,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9259259,1.0,3.573876,60.0,662721.0,0.5184815,0.38161838,0.22377622,0.05994006,0.36063936,0.32567433,0.27072927,0.2107892,0.15784216,0.12487513,0.13486513,0.17082918,0.48951048,0.56443554,0.6183816,0.6363636,0.9030969,0.7762238,0.6183816,0.5334665,0.014985015,0.23676324,0.55244756,0.8431568,0.27572426,0.2927073,0.2937063,0.27872127,0.012987013,0.00999001,0.014985015,0.25174826,0.8041958,1.6473527,1.923077,2.2157843,2.5094905,2.7882118,2.8011987,2.8111887
RSDH08-2-N--56-125.tif,0.24932514,0.096378274,0.062331285,20.647238,294.67114,10.378159,10.658649,0.9736842,0.44884127,0.42947772,0.97535694,3.254204,5.7186146,8.076943,4.5601797,4.6051297,4.6181383,4.6379166,31.256798,4.0,0.2173913,1.0,1.1304348,3.0,1.9130435,3.0,2.347826,4.0,2.826087,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.1304348,5.0,2.7391305,5.0,2.2173913,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0434783,3.0,2.0434783,3.0,1.6521739,2.0,1.173913,2.0,1.0,1.0,1.0,1.0,1.2173913,3.0,1.2173913,3.0,1.0434783,2.0,2.0,17.0,204051.0,0.5285285,0.4804805,0.43393394,0.4054054,0.36786786,0.3078078,0.22072072,0.13063063,0.057057057,0.0015015015,0.013513514,0.08858859,0.16366367,0.9459459,0.8483483,0.7447447,0.6741742,0.6456456,0.6186186,0.5705706,0.042042043,0.13813815,0.2117117,0.26876876,0.3768769,0.5405405,0.7252252,0.033033032,0.03153153,0.012012012,0.042042043,0.18018019,0.3918919,0.6606606,1.0375376,1.578078,2.3033032,2.3363364,2.367868,2.37988
RSDH08-2-N--613-172.tif,0.2181595,0.083639935,0.077914104,48.72748,557.13257,10.362576,20.553741,0.5041698,0.7519173,0.39257988,1.0068805,3.2659917,5.7125835,6.5094957,3.8380275,3.9287891,3.9853718,4.051828,7.6365256,7.0,0.5294118,1.0,2.9705882,7.0,5.0588236,8.0,5.2352943,13.0,4.6764708,6.0,4.0,4.0,4.0588236,6.0,3.2941177,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.7058823,4.0,2.0882354,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.9117647,3.0,1.2352941,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4117647,3.0,1.1470588,2.0,1.0,1.0,1.0,1.0,3.4086378,39.0,504794.0,0.7909774,0.64360905,0.63909775,0.5218045,0.3774436,0.21203007,0.058646616,0.9353383,0.9458647,0.9593985,0.97293234,0.96240604,0.95789474,0.9293233,0.9067669,0.8962406,0.9338346,0.93233085,0.9458647,0.8300752,0.039097745,0.30225563,0.2932331,0.41203007,0.518797,0.69473684,0.8706767,0.02255639,0.016541352,0.013533834,0.039097745,0.3413534,0.63458645,1.0466166,1.5654135,2.2601504,3.1308272,3.1533835,3.1699247,3.1834586
RSDH08-2-N--652-152.tif,0.2181595,0.08094618,0.077914104,55.17877,639.9709,17.920244,20.148588,0.8894045,0.5162385,0.3983431,1.515547,5.0904818,8.679466,12.2064085,6.942779,7.0353794,7.0377903,7.0736322,16.966608,7.0,0.6551724,1.0,3.5172415,13.0,5.551724,9.0,5.2413793,7.0,4.965517,6.0,3.6206896,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8275862,3.0,2.1034484,3.0,2.0,2.0,1.5172414,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9655172,1.0,3.1473296,70.0,817675.0,0.5373913,0.44956523,0.37130433,0.28608695,0.19913043,0.10956522,0.029565217,0.4452174,0.4573913,0.47304347,0.48173913,0.4678261,0.9921739,0.93826085,0.87391305,0.8234783,0.7695652,0.68956524,0.64608693,0.5521739,0.0147826085,0.19652174,0.31826088,0.48347825,0.6243478,0.76434785,0.90869564,0.54695654,0.010434783,0.008695652,0.0147826085,0.21130435,0.5295652,1.0130434,1.6373912,2.4017391,3.3104348,3.8573914,3.8678262,3.8765218
RSDH08-2-N--661-575.tif,0.093496926,0.078093216,0.077914104,12.201349,154.67508,9.754846,11.76503,0.82913905,0.5240408,0.48198202,2.3470683,6.72567,11.4872055,16.12029,9.30536,9.330748,9.326617,9.336994,29.568615,2.0,0.55813956,11.0,0.81395346,3.0,1.3488373,11.0,1.2325581,2.0,1.1162791,2.0,1.0232558,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,NaN,0.0,32295.0,0.1341853,0.17571884,0.28434506,0.38498402,0.49041533,0.5926518,0.69009584,0.78115016,0.88338655,0.98083067,1.0,0.9073482,0.80351436,0.71246004,0.61661345,0.514377,0.40894568,0.30511183,0.20127796,0.16453674,0.030351438,0.025559105,0.020766772,0.023961661,0.023961661,0.023961661,0.022364218,0.022364218,0.023961661,0.019169329,0.030351438,0.055910543,0.076677315,0.10063898,0.12460064,0.1485623,0.17092651,0.19329073,0.21725239,0.23642172
RSDH08-2-N--685-286.tif,0.23374231,0.09226659,0.077914104,57.235703,773.9364,19.66552,21.815948,0.9014286,0.4197939,0.40499565,1.5470946,5.0043893,8.474489,11.726574,6.6089478,6.652438,6.7350097,6.702271,28.267294,11.0,1.027027,6.0,3.4054055,17.0,3.5675676,6.0,4.1621623,7.0,4.4054055,6.0,4.891892,6.0,5.027027,7.0,5.216216,9.0,4.0,9.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5675676,3.0,2.0,2.0,2.054054,3.0,2.0270271,3.0,2.054054,3.0,2.108108,3.0,2.108108,3.0,2.0270271,3.0,2.0270271,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.4054054,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.9482472,26.0,929682.0,0.5285261,0.433439,0.29239303,0.3645008,0.31061807,0.2155309,0.110935025,0.03645008,0.33676705,0.31299525,0.3209192,0.34706813,0.38431063,0.4080824,0.44057053,0.4659271,0.90412045,0.77654517,0.65768623,0.55150557,0.022979397,0.22424723,0.48415214,0.5396196,0.15530904,0.22503962,0.2971474,0.34786054,0.010301109,0.00792393,0.022979397,0.24722663,0.7313788,1.2709985,1.4263076,1.6513472,1.9484946,2.296355,2.3066561,2.31458
RSDH08-2-N--95-137.tif,0.2181595,0.08089592,0.077914104,38.925888,449.34622,12.357177,20.195335,0.6118827,0.61076987,0.43135884,1.538771,5.029477,8.501873,11.810931,6.712963,6.710362,6.7291927,6.786898,9.881935,5.0,0.5833333,2.0,2.1111112,6.0,2.3055556,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0555556,4.0,2.6666667,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.75,3.0,2.1666667,3.0,2.0,2.0,2.0,2.0,1.8333334,2.0,1.2222222,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.1369863,25.0,504577.0,0.5800757,0.47919294,0.34300125,0.2370744,0.1071879,0.0,0.7566204,0.814628,0.8953342,0.9823455,0.99747795,0.9117276,0.8284994,0.93442625,0.8234552,0.7351828,0.6708701,0.63556117,0.62421185,0.6141236,0.03404792,0.14501892,0.2925599,0.43379572,0.62799495,0.8234552,0.1778058,0.013871375,0.016393442,0.015132409,0.03404792,0.17906684,0.47162673,0.90542245,1.5334175,2.3568726,2.5346785,2.54855,2.5649433,2.5800757
RSDH08-29-N+-199-349.tif,0.24932514,0.08377637,0.077914104,50.285763,584.9791,9.22503,22.532759,0.40940526,0.5096522,0.38932443,1.016196,3.1619873,5.2802343,7.5985084,4.227757,4.3790355,4.373868,4.3970966,15.681285,10.0,0.75,1.0,3.2857144,8.0,6.0,9.0,4.678571,7.0,4.0,4.0,3.142857,4.0,3.0,3.0,3.0,3.0,2.392857,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8571428,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.844697,37.0,396254.0,0.5912162,0.47297296,0.36824325,0.2939189,0.23817568,0.1891892,0.15371622,0.10135135,0.0472973,0.0016891892,0.018581081,0.067567565,0.49155405,0.6148649,0.7702703,0.9070946,0.8986486,0.8597973,0.9054054,0.6216216,0.030405406,0.43243244,0.49155405,0.6047297,0.6689189,0.5810811,0.46114865,0.3902027,0.02027027,0.016891891,0.030405406,0.46283785,0.9543919,1.5591216,2.2280405,2.8091216,3.2702703,3.660473,3.6807435,3.6976354
RSDH08-29-N+-207-411.tif,0.24932514,0.09216931,0.077914104,47.371777,610.7998,8.741962,21.239386,0.41159207,0.56117344,0.44052207,0.8970074,2.551139,4.5161877,6.5180755,3.6082354,3.734495,3.7130902,3.7192643,25.997599,6.0,0.7096774,2.0,3.3548386,7.0,5.322581,7.0,3.8387096,6.0,3.0,3.0,2.8387096,3.0,2.1290324,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.3225806,9.0,2.096774,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7419355,2.0,1.6451613,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7096775,2.0,6.3934426,89.0,262125.0,0.6916221,0.51693404,0.7326203,0.75222814,0.62032086,0.49910873,0.36363637,0.21746881,0.13190731,0.0053475937,0.026737968,0.23529412,0.31194296,0.43493763,0.5953654,0.7201426,0.80748665,0.81996435,0.9946524,0.741533,0.049910873,0.47771835,0.08734403,0.055258468,0.09982175,0.09625668,0.071301244,0.09447415,0.10338681,0.021390375,0.049910873,0.52762926,0.6149733,0.67023176,0.7700535,0.8663102,0.9376114,1.0320855,1.1354723,1.1568626
RSDH08-29-N+-208-89.tif,0.23374231,0.08736295,0.077914104,59.261467,733.95087,19.213617,19.977177,0.96177846,0.4298209,0.41391185,1.409448,4.7020807,8.033694,11.202038,6.2969213,6.379427,6.424416,6.4551167,13.061301,8.0,1.2285714,18.0,4.2285714,18.0,4.6285715,8.0,4.542857,19.0,3.942857,19.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.8285713,3.0,2.2285714,3.0,2.0,2.0,1.6,2.0,3.2791095,151.0,933813.0,0.40470397,0.33819953,0.28223845,0.24655312,0.19059205,0.14922953,0.11273317,0.07137064,0.02838605,0.32441202,0.33171126,0.3325223,0.9618816,0.918086,0.87266827,0.8223844,0.7656123,0.6820762,0.5660989,0.4290349,0.024330901,0.22789943,0.3998378,0.5190592,0.63179237,0.72343874,0.8053528,0.890511,0.30413625,0.00729927,0.024330901,0.25223035,0.65206814,1.1711273,1.8029196,2.5263584,3.3317113,4.2222223,4.5263586,4.533658
RSDH08-29-N+-32-4.tif,0.2181595,0.106997214,0.062331285,33.58098,472.92303,3.7554598,19.790182,0.18976378,0.4177245,0.4135117,0.3404066,1.2293651,2.2434347,3.2859402,1.6933013,1.8357772,1.8261887,1.8471448,10.655299,7.0,0.61764705,3.0,3.235294,9.0,4.9411764,13.0,4.6764708,13.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,4.0,1.7941177,2.0,1.1764706,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5588236,3.0,2.0,3.0,1.382353,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5882353,3.0,1.7058823,2.0,1.0882353,2.0,1.0,1.0,1.0,1.0,10.386364,40.0,127535.0,0.526971,0.22406639,0.34439835,0.44813278,0.48962656,0.3526971,0.24481328,0.13278009,0.08713693,0.0,0.0373444,0.14522822,0.22406639,0.32365146,0.47302905,0.56846476,0.5228216,0.6929461,0.9128631,0.64315355,0.11618257,0.6887967,0.34854773,0.0746888,0.07883818,0.12033195,0.07883818,0.09128631,0.058091287,0.0373444,0.11618257,0.80497926,1.153527,1.2282158,1.307054,1.427386,1.5062243,1.5975106,1.6556019,1.6929463
RSDH08-29-N+-328-356.tif,0.31165642,0.08357399,0.062331285,26.771286,300.4991,4.893006,14.928343,0.32776618,0.49258733,0.2985758,0.49994814,2.081259,3.6555176,5.1771417,2.6359677,2.8929164,3.0254097,3.037544,6.9496865,7.0,0.6969697,7.0,3.1818182,14.0,5.0,22.0,3.939394,5.0,3.878788,5.0,3.3636363,4.0,3.2727273,4.0,2.939394,4.0,2.5151515,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8484849,2.0,1.3939394,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.41129,36.0,144291.0,0.4044586,0.4522293,0.544586,0.40127388,0.2611465,0.14968152,0.10509554,0.06687898,0.031847134,0.0,0.02866242,0.060509555,0.0955414,0.13375796,0.18471338,0.29299363,0.86624205,0.91719747,0.7197452,0.81528664,0.41082802,0.26751593,0.37261146,0.46496814,0.031847134,0.035031848,0.02866242,0.02866242,0.02866242,0.02866242,0.41082802,0.67834395,1.0509554,1.5159235,1.5477706,1.5828024,1.6114649,1.6401273,1.6687897,1.6974522
